Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
RAB39A	0.648282	1.85301	0.001	0.2	1.62522	1.00655	1	1.62522	0.0825	0.0825	0.0826	3	1	14
ZNF713	0.634286	-1.83991	0.001	0.2	2.64404	-5	1	2.64404	0.0825	0.0825	0.0825	4	1	6
SHROOM3	0.765288	1.73117	0.001	0.2	1.67433	5	0.413249	0.487562	0.0828	0.126	0.3562	30	4	10
SAGE1	0.66751	1.87065	0.001	0.2	1.66761	0.599328	1	1.66761	0.0829	0.0677	0.0712	4	1	41
VRK3	0.715125	-1.91266	0.001	0.2	2.79137	-5	1	2.79137	0.083	0.083	0.083	4	1	6
RMDN2	1.18274	1.57786	0.001	0.2	3.51518	2.32513	1	3.51518	0.0838	0.0838	0.0838	9	3	7
SPTBN5	0.980206	1.76614	0.001	0.2	2.17178	1.45033	1	2.17178	0.084	0.3647	0.3647	15	3	10
GRIA1	0.42903	1.77582	0.001	0.2	0.839383	1.22723	1	0.839383	0.0845	0.3144	0.3144	8	2	6
ZNF439	0.607844	1.81453	0.001	0.2	1.545	0.828524	1	1.545	0.085	0.085	0.085	1	1	19
PPP2R1B	0.714098	-1.91177	0.001	0.2	2.82426	-5	1	2.82426	0.0854	0.0592	0.0592	8	1	6
TRAP1	0.933959	-1.53656	0.001	0.2	2.92271	-0.836054	1	2.92271	0.0856	0.0258	0.0339	6	3	50
C19orf33	0.598208	1.80506	0.001	0.2	1.51712	0.934606	1	1.51712	0.0857	0.0857	0.0857	2	1	15
COBLL1	0.563915	-1.50845	0.001	0.2	2.15639	-1.36751	1	2.15639	0.086	0.0725	0.0731	22	2	15
APCS	0.684265	-1.88569	0.001	0.2	2.75244	-5	1	2.75244	0.088	0.088	0.088	1	1	6
OR10J5	0.684265	-1.88569	0.001	0.2	2.75244	-5	1	2.75244	0.088	0.088	0.088	1	1	6
SKA1	0.504147	1.70555	0.001	0.2	1.40955	1.15586	1	1.40955	0.0882	0.1559	0.1559	4	1	9
AGMO	1.74859	-1.36964	0.001	0.2	5.75578	-1.07566	1	5.75578	0.0883	0.0324	0.0284	42	8	61
CD48	1.27687	1.57614	0.001	0.2	3.28266	2.33514	1	3.28266	0.0884	0.0884	0.0884	10	4	6
HDAC4	0.715761	1.14037	0.001	0.2	2.05723	5	0.678711	1.87296	0.0886	0.215	0.2104	28	5	10
"NPY4R,NPY4R2"	0.559889	-1.76615	0.001	0.2	1.59419	-0.286012	1	1.59419	0.0887	0.0752	0.0752	2	1	194
C7orf50	1.09281	1.74833	0.001	0.2	1.45517	5	0.351561	0.292275	0.0887	0.2187	0.5479	25	7	13
CCDC93	0.743637	1.61941	0.001	0.2	2.45574	2.54174	1	2.45574	0.0895	0.0895	0.0895	7	2	5
PIK3C3	0.744443	1.71969	0.001	0.2	0.700331	1.93788	0.428763	0.963009	0.0899	0.3227	0.1887	34	2	41
NPTX2	0.572909	-1.7796	0.001	0.2	2.51081	-5	1	2.51081	0.0908	0.0908	0.0908	3	1	6
LILRB2	0.583513	1.79038	0.001	0.2	1.53873	0.623365	1	1.53873	0.0912	0.092	0.0981	3	1	35
CEP170	0.7788	1.56967	0.001	0.2	2.0735	1.81896	1	2.0735	0.0915	0.0934	0.0676	9	2	6
ABCG5	0.618607	-1.82496	0.001	0.2	2.61578	-5	1	2.61578	0.0915	0.0915	0.0915	3	1	6
"ABCG5,DYNC2LI1"	0.618607	-1.82496	0.001	0.2	2.61578	-5	1	2.61578	0.0915	0.0915	0.0915	5	1	6
CRADD	1.1267	1.53861	0.001	0.2	2.85022	1.78456	1	2.85022	0.0917	0.2695	0.2695	34	4	8
ADAD2	0.664699	-1.86809	0.001	0.2	2.71386	-5	1	2.71386	0.0922	0.0922	0.0922	1	1	6
CHST5	0.510292	1.71249	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.0923	1	1	7	1	541
RFX6	1.50671	1.58919	0.001	0.2	4.58777	2.96274	1	4.58777	0.0932	0.0932	0.0932	99	4	6
NLGN1	1.01112	1.1962	0.001	0.2	2.02628	0.875365	1	2.02628	0.0934	0.1835	0.1637	70	8	24
VIT	0.96438	1.50725	0.001	0.2	2.28007	1.59996	1	2.28007	0.0947	0.2696	0.2696	30	5	8
IGSF11	0.833621	-1.19981	0.001	0.2	2.25489	-5	0.671459	1.37882	0.0953	0.0562	0.1386	24	5	168
CAND2	1.18353	1.81347	0.001	0.2	2.96964	0.979767	1	2.96964	0.0954	0.088	0.0717	11	3	27
ST3GAL3	0.662624	1.27616	0.001	0.2	2.08806	1.99242	1	2.08806	0.0954	0.2833	0.2833	12	3	5
SFI1	1.44148	1.89783	0.001	0.2	3.96138	0.911598	1	3.96138	0.0956	0.0916	0.077	40	7	43
RPH3A	0.688014	1.41794	0.001	0.2	1.2643	5	0.467241	1.1704	0.0961	0.218	0.218	27	5	6
DMD	2.334	1.07874	0.001	0.2	5.33545	0.312096	1	5.33545	0.0964	0.04	0.0314	234	35	496
CREM	0.815779	-1.67507	0.001	0.2	2.83943	-1.93309	1	2.83943	0.0964	0.1024	0.1087	4	2	14
NEDD4L	0.712594	1.35241	0.001	0.2	1.5645	5	0.476169	1.41106	0.0964	0.3683	0.3683	59	5	7
RARB	0.861703	1.28452	0.001	0.2	1.58502	0.937329	1	1.58502	0.0965	0.216	0.2023	51	8	15
SLC5A10	0.819423	1.60918	0.001	0.2	2.17833	0.815001	1	2.17833	0.0968	0.1063	0.1019	8	2	27
"IL4I1,NUP62"	0.529771	-1.73405	0.001	0.2	2.41327	-5	1	2.41327	0.0973	0.0973	0.0973	5	1	6
AMER3	0.664076	-1.86753	0.001	0.2	2.10633	-1.75222	1	2.10633	0.0974	0.0512	0.0208	2	1	10
DPY19L1	0.504145	-1.70555	0.001	0.2	2.34446	-5	1	2.34446	0.0976	0.0976	0.0976	9	1	6
C11orf63	0.716064	1.11231	0.001	0.2	2.32995	1.56795	1	2.32995	0.0977	0.0857	0.083	17	6	9
OR52A1	0.777512	1.96451	0.001	0.2	1.86089	1.56472	1	1.86089	0.0981	0.0803	0.0981	5	1	7
ALDOA	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	1	1	15
CDIPT	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	1	1	15
HIRIP3	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	1	1	15
INO80E	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	4	1	15
KCTD13	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	2	1	15
MVP	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	2	1	15
PAGR1	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	2	1	15
PRRT2	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	1	1	15
SEZ6L2	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	1	1	15
TAOK2	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	2	1	15
TMEM219	0.472873	1.66915	0.001	0.2	1.30386	0.851935	1	1.30386	0.0982	0.1636	0.1636	2	1	15
ARSB	1.1471	1.3961	0.001	0.2	2.9851	1.50191	1	2.9851	0.0986	0.1845	0.195	29	5	12
CDH4	1.11609	-0.825699	0.001	0.2	4.06311	-0.946642	1	4.06311	0.0996	0.036	0.0277	136	19	62
14-Sep	0.684531	-1.88593	0.001	0.2	2.83581	-5	1	2.83581	0.0998	0.0588	0.0588	1	1	7
RYR2	0.933012	1.54557	0.001	0.2	1.76851	1.0904	1	1.76851	0.1	0.215	0.2133	156	4	13
DNAH17	0.868908	1.29598	0.001	0.2	1.92741	1.06973	1	1.92741	0.1004	0.1947	0.1768	39	5	14
KCNQ3	1.02099	1.45122	0.001	0.2	2.19251	1.4331	1	2.19251	0.1008	0.2695	0.2695	35	6	9
SSX7	0.602091	1.80889	0.001	0.2	1.62211	1.20339	1	1.62211	0.101	0.101	0.101	2	1	10
ABR	2.2066	-1.42513	0.001	0.2	6.38504	-0.484773	1	6.38504	0.1011	0.0247	0.0132	153	12	288
ERG	0.438172	1.7929	0.001	0.2	1.21306	0.822769	1	1.21306	0.1011	0.1516	0.1215	5	2	15
ACOXL	0.631151	-1.83695	0.001	0.2	2.72307	-5	1	2.72307	0.1013	0.0665	0.0665	75	1	7
UBE2K	0.713062	-1.54563	0.001	0.2	3.64069	-5	1	3.64069	0.1015	0.0775	0.0775	11	2	9
SLC22A23	0.824565	1.39547	0.001	0.2	2.44525	1.99726	1	2.44525	0.102	0.28	0.28	20	4	7
C7	1.10269	1.62812	0.001	0.2	2.59303	5	0.683516	2.41112	0.1021	0.1021	0.1021	25	4	5
CEP85L	0.84644	1.60804	0.001	0.2	2.46943	0.746097	1	2.46943	0.1024	0.1066	0.1065	15	2	37
NOS1	1.253	1.17097	0.001	0.2	2.95027	0.988597	1	2.95027	0.1024	0.1279	0.1082	65	15	26
ADAMTS16	0.640178	1.09601	0.001	0.2	1.8563	1.33563	1	1.8563	0.1026	0.2892	0.2817	19	7	10
ZNF578	0.91055	1.55584	0.001	0.2	1.81946	0.921734	1	1.81946	0.1027	0.126	0.1482	5	3	19
MUC13	0.750784	1.5478	0.001	0.2	2.13096	2.00841	1	2.13096	0.1029	0.2809	0.2809	4	2	5
"GJA8,NBPF19"	0.44914	1.6402	0.001	0.2	1.33613	0.908102	1	1.33613	0.1036	0.1036	0.1036	1	1	14
COQ8B	0.496365	-1.69667	0.001	0.2	2.32954	-5	1	2.32954	0.1049	0.1049	0.1049	3	1	6
DOC2B	0.524879	-1.72869	0.001	0.2	2.46469	-5	1	2.46469	0.1057	0.0745	0.0745	2	1	7
ZNF682	0.684143	-1.88558	0.001	0.2	2.87123	-5	1	2.87123	0.1059	0.0612	0.0612	4	1	8
TTLL2	0.662652	1.86623	0.001	0.2	1.67911	1.45598	1	1.67911	0.1059	0.1059	0.1059	2	1	7
PADI3	0.92982	1.55416	0.001	0.2	0.6393	1.65505	0.358689	0.226921	0.1076	0.3567	0.5548	9	4	214
PPME1	0.640311	1.46716	0.001	0.2	1.96883	1.93444	1	1.96883	0.1076	0.2661	0.2661	11	2	5
LINGO2	2.2593	1.24258	0.001	0.2	1.20898	0.651113	0.400808	0.498027	0.1077	0.354	0.5186	224	24	379
LRRN1	0.480028	1.67764	0.001	0.2	1.30944	1.02182	1	1.30944	0.1087	0.1268	0.1612	50	1	11
TSLP	0.890853	-1.63922	0.001	0.2	3.25527	-2.01552	1	3.25527	0.1089	0.0854	0.0854	2	2	14
MTR	0.728471	1.19103	0.001	0.2	2.27766	5	0.375664	1.078	0.1091	0.0913	0.2785	74	10	16
CCDC85A	1.07424	1.51031	0.001	0.2	1.6194	4.22315	0.496524	1.34145	0.1097	0.167	0.3003	42	5	11
NRK	0.540391	1.74553	0.001	0.2	1.43919	0.857846	1	1.43919	0.1098	0.1098	0.1098	6	1	17
MLIP	0.390156	1.72025	0.001	0.2	0.852326	1.1839	1	0.852326	0.1108	0.4273	0.3523	35	2	5
TUBD1	0.750071	1.74449	0.001	0.2	1.38576	1.38602	1	1.38576	0.1109	0.3069	0.3069	3	2	6
BRI3	0.873076	-1.62524	0.001	0.2	3.34556	-1.99505	1	3.34556	0.111	0.069	0.0687	11	2	16
14-Sep	0.731185	-1.84424	0.001	0.2	1.95272	-5	0.48329	1.35073	0.1123	0.0924	0.1802	9	2	22
SLC2A14	0.727305	1.65957	0.001	0.2	1.71873	0.793816	1	1.71873	0.1125	0.1582	0.1552	6	2	23
DNASE1	0.463641	-1.65803	0.001	0.2	1.47364	-0.62511	1	1.47364	0.1127	0.1005	0.1005	1	1	43
TMEM106B	0.483801	1.65752	0.001	0.2	1.00212	1.08602	1	1.00212	0.113	0.2708	0.3548	5	2	7
"CBFA2T3,LOC100129697"	0.647722	1.85249	0.001	0.2	1.58043	1.30117	1	1.58043	0.1137	0.1137	0.0847	1	1	8
MBNL3	0.486714	-1.68549	0.001	0.2	2.3477	-5	1	2.3477	0.1143	0.1143	0.1143	1	1	7
CYP2B6	0.742086	-1.17501	0.001	0.2	2.34992	-1.0661	1	2.34992	0.1153	0.0988	0.0825	40	6	27
FAM160A1	0.669466	1.48435	0.001	0.2	2.15196	1.92905	1	2.15196	0.1154	0.2422	0.2422	14	2	6
ITGA8	1.18106	1.60688	0.001	0.2	2.39326	5	0.663559	1.91295	0.1155	0.2892	0.3204	27	4	8
MEGF6	0.595411	1.2236	0.001	0.2	1.94486	1.46816	1	1.94486	0.1159	0.2835	0.2835	23	5	10
PARP4	0.687424	-1.82973	0.001	0.2	1.81927	-5	0.4806	0.960111	0.116	0.1317	0.2365	18	2	26
GBE1	0.436289	1.37426	0.001	0.2	1.02286	1.04027	1	1.02286	0.116	0.3142	0.3142	23	2	8
ZDHHC7	0.697081	1.78313	0.001	0.2	1.1046	1.25119	1	1.1046	0.1161	0.3425	0.3425	14	2	6
SDK1	1.50731	1.84936	0.001	0.2	0.936592	5	0.209087	0.546446	0.1164	0.3771	0.5034	139	11	99
PHC3	0.84408	1.55844	0.001	0.2	1.86556	1.62564	1	1.86556	0.1164	0.4313	0.4732	26	4	6
LILRB5	0.389003	1.56086	0.001	0.2	1.18133	0.384105	1	1.18133	0.1172	0.1378	0.1388	9	1	72
DLGAP2	1.08177	1.48119	0.001	0.2	0.929746	1.88024	0.3617	0.656454	0.1172	0.43	0.4229	105	9	28
TNRC18	1.08455	-1.22998	0.001	0.2	6.4349	-5	1	6.4349	0.1172	0.0407	0.0407	31	6	14
UBAP1	0.666851	1.31099	0.001	0.2	1.97764	1.27939	1	1.97764	0.1176	0.1665	0.1604	7	3	10
ZNF491	0.399505	1.5754	0.001	0.2	1.17803	0.760465	1	1.17803	0.1184	0.1716	0.1935	3	1	17
PISD	0.804245	1.45905	0.001	0.2	2.33422	0.950138	1	2.33422	0.1185	0.0931	0.0913	18	3	25
DYDC1	0.330792	1.47398	0.001	0.2	1.03343	0.707444	1	1.03343	0.1185	0.1968	0.1968	2	1	18
"DYDC1,DYDC2"	0.330792	1.47398	0.001	0.2	1.03343	0.707444	1	1.03343	0.1185	0.1968	0.1968	1	1	18
USP13	0.933339	1.72929	0.001	0.2	1.89052	5	0.583576	1.35141	0.1186	0.2995	0.2995	29	3	6
RAC1	1.03459	-1.51167	0.001	0.2	5.3439	-5	1	5.3439	0.1195	0.0521	0.0509	10	3	13
GLG1	0.983553	1.56247	0.001	0.2	2.22019	5	0.668533	2.04935	0.1195	0.1195	0.3804	13	4	5
STPG2	1.05862	-2.03725	0.001	0.2	2.30991	-4.53951	0.27775	1.83112	0.12	0.1698	0.1699	27	4	29
CDH18	0.435001	1.62236	0.001	0.2	1.23839	0.832185	1	1.23839	0.1202	0.1403	0.1061	84	1	15
UGT1A1	0.499712	1.15705	0.001	0.2	1.16954	0.983556	1	1.16954	0.1212	0.203	0.1703	9	3	10
ZNF630	0.395654	-1.57011	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.122	1	1	16	1	511
CEP131	0.386482	1.55733	0.001	0.2	1.1507	1.26959	1	1.1507	0.1227	0.1227	0.1966	7	1	6
SLC3A1	1.03531	1.39641	0.001	0.2	2.35099	0.443495	1	2.35099	0.1232	0.1106	0.12	13	4	103
LIMS1	0.835476	-1.5175	0.001	0.2	3.27604	-2.00683	1	3.27604	0.1236	0.1437	0.1437	12	3	16
PSG9	0.352686	1.50801	0.001	0.2	1.0956	0.403994	1	1.0956	0.1241	0.1254	0.1565	4	1	57
FAM218A	0.441622	1.63077	0.001	0.2	1.25308	0.779487	1	1.25308	0.1246	0.1246	0.1246	4	1	17
KIF13A	0.879396	1.65183	0.001	0.2	1.55122	5	0.56923	0.654943	0.1247	0.1752	0.3794	23	3	14
FRMPD4	1.98124	1.49681	0.001	0.2	3.47186	0.394415	1	3.47186	0.1248	0.1218	0.1146	56	13	201
FGF13	1.09475	1.26128	0.001	0.2	1.54273	0.612146	1	1.54273	0.1257	0.2736	0.2565	34	11	36
SYNE1	0.682192	-0.822612	0.001	0.2	3.69037	-2.08138	1	3.69037	0.1259	0.0308	0.035	71	9	16
GRM4	0.83667	1.20715	0.001	0.2	2.22986	1.65375	1	2.22986	0.126	0.2062	0.2439	65	5	7
MSH4	0.613741	1.34638	0.001	0.2	1.18773	0.903815	1	1.18773	0.1262	0.2555	0.2269	6	3	12
PRDM5	0.764688	1.54683	0.001	0.2	1.76631	1.84734	1	1.76631	0.1262	0.3391	0.4636	31	3	5
EYS	1.7975	-1.27587	0.001	0.2	3.53727	-1.22843	0.596928	1.43719	0.1264	0.119	0.3094	183	13	141
GPHN	1.06184	-1.40528	0.001	0.2	1.91792	-1.93802	0.484786	2.66844	0.1267	0.1402	0.0687	22	7	78
ACTR1B	0.611228	-1.44044	0.001	0.2	1.88469	-0.694494	1	1.88469	0.1276	0.1044	0.1001	2	2	42
PLCB4	0.78756	1.45338	0.001	0.2	1.38385	1.06462	1	1.38385	0.1276	0.4095	0.4081	80	4	10
ALS2CR12	0.923868	1.32746	0.001	0.2	2.27018	1.05431	1	2.27018	0.1279	0.1845	0.1703	39	6	17
ANOS1	0.627491	-1.49072	0.001	0.2	1.85566	-0.483641	1	1.85566	0.1284	0.1058	0.0918	27	2	80
JAZF1	0.953079	-0.794947	0.001	0.2	7.25465	-5	1	7.25465	0.1287	0.0062	0.0059	153	14	21
ZNF862	0.82279	1.71203	0.001	0.2	2.22573	1.14694	1	2.22573	0.1288	0.1093	0.1151	7	2	15
INSL3	0.617484	-1.44018	0.001	0.2	2.43535	-1.85801	1	2.43535	0.1291	0.0633	0.0553	2	2	12
TMEM163	0.695357	1.61153	0.001	0.2	1.38713	5	0.558675	0.72846	0.1297	0.1936	0.4949	21	3	6
SAMSN1	0.910465	-1.48632	0.001	0.2	4.56357	-5	1	4.56357	0.1307	0.1125	0.1125	12	3	9
HIBADH	0.355515	1.13482	0.001	0.2	0.630236	5	0.410706	0.561818	0.1319	0.2314	0.357	14	5	5
PCDH7	0.65984	1.35373	0.001	0.2	1.29483	1.15411	1	1.29483	0.1328	0.1833	0.2139	25	6	8
IFRD2	0.476811	1.67384	0.001	0.2	1.31392	1.17918	1	1.31392	0.1331	0.099	0.0586	2	1	8
CYP2A7	0.408788	1.588	0.001	0.2	1.15635	1.48402	1	1.15635	0.1343	0.314	0.314	3	1	5
HAUS6	0.668029	-1.58916	0.001	0.2	2.45609	-1.79758	1	2.45609	0.1344	0.0972	0.0964	14	2	14
SAMD12	0.555889	1.22822	0.001	0.2	1.46712	1.43288	1	1.46712	0.1345	0.2519	0.2581	49	4	6
TUBA3D	0.35049	-1.50467	0.001	0.2	1.26629	-0.925179	1	1.26629	0.1348	0.1348	0.1348	2	1	18
ATAD5	0.436747	1.62458	0.001	0.2	1.21522	1.08976	1	1.21522	0.135	0.135	0.135	13	1	10
LSAMP	0.641216	1.19116	0.001	0.2	1.58913	1.48803	1	1.58913	0.1353	0.3528	0.3264	19	5	6
KNL1	0.459701	1.30594	0.001	0.2	1.48102	1.47626	1	1.48102	0.136	0.293	0.293	22	2	6
OXA1L	0.468839	-1.66431	0.001	0.2	2.10685	-5	1	2.10685	0.1364	0.1364	0.1364	2	1	5
KAT6B	0.562466	1.52039	0.001	0.2	1.47604	1.23283	1	1.47604	0.1365	0.281	0.281	5	2	8
EEFSEC	0.591653	1.01072	0.001	0.2	1.35465	1.02282	1	1.35465	0.1366	0.2869	0.2975	45	8	11
RTN4IP1	0.745573	1.38523	0.001	0.2	2.25877	1.59509	1	2.25877	0.1371	0.1646	0.1294	10	3	8
DCLK2	0.658231	1.69765	0.001	0.2	0.994442	5	0.397958	0.693184	0.1373	0.3213	0.3213	12	4	5
LAMA5	0.990134	1.59707	0.001	0.2	1.42013	0.482173	1	1.42013	0.1375	0.2484	0.2514	72	4	51
COL20A1	0.42327	1.18184	0.001	0.2	0.787924	0.964612	1	0.787924	0.1375	0.3372	0.3372	16	4	7
SHPK	0.342236	1.49199	0.001	0.2	1.07633	0.344416	1	1.07633	0.1379	0.1311	0.1145	7	1	78
KIAA2026	0.64256	-1.20591	0.001	0.2	4.07505	-5	1	4.07505	0.1382	0.041	0.041	13	4	10
RGS7	1.85658	1.18457	0.001	0.2	4.82597	0.920189	1	4.82597	0.1392	0.1202	0.1123	105	12	47
C16orf95	0.71146	-1.57066	0.001	0.2	3.53803	-5	1	3.53803	0.1399	0.0921	0.0921	5	2	8
ZNF808	0.689957	1.59077	0.001	0.2	1.50422	0.940068	1	1.50422	0.1401	0.1565	0.153	2	2	14
NETO1	0.652536	1.23815	0.001	0.2	1.33393	1.36269	1	1.33393	0.1407	0.3597	0.3597	15	5	6
TANC1	1.01747	1.68555	0.001	0.2	2.47916	2.17442	1	2.47916	0.1408	0.1408	0.1408	32	3	5
THSD7B	1.03443	1.47965	0.001	0.2	1.55955	0.523594	1	1.55955	0.141	0.2403	0.2059	118	9	47
LAMC1	0.664603	-0.836585	0.001	0.2	3.00777	-1.55394	1	3.00777	0.1413	0.06	0.0615	62	11	20
ATE1	0.765375	-0.977863	0.001	0.2	3.24283	-2.05244	1	3.24283	0.1416	0.1029	0.0928	40	9	12
NCAPG	0.607209	1.96256	0.001	0.2	0.975002	5	0.323789	0.850234	0.1418	0.3437	0.2758	10	3	6
BCLAF1	0.559483	1.57026	0.001	0.2	1.52029	1.40641	1	1.52029	0.142	0.2931	0.3548	4	2	7
1-Dec	0.666098	1.27661	0.001	0.2	2.04663	1.58393	1	2.04663	0.1442	0.2705	0.2705	46	3	7
AGAP1	1.22673	1.59386	0.001	0.2	1.17221	1.97191	0.253201	0.177933	0.1453	0.3742	0.6761	95	16	41
ACYP2	1.00735	-1.51079	0.001	0.2	3.11168	-5	0.506717	1.77027	0.1454	0.1041	0.1869	36	5	39
FAM126B	1.17798	1.4388	0.001	0.2	3.19229	1.65122	1	3.19229	0.1457	0.2398	0.2398	39	5	10
C5orf42	0.822276	-1.39813	0.001	0.2	3.47146	-2.03465	1	3.47146	0.1458	0.0643	0.0973	7	3	16
TTC27	0.372111	1.5368	0.001	0.2	1.14176	0.351146	1	1.14176	0.146	0.1407	0.1414	30	1	84
KRT83	0.310211	1.4403	0.001	0.2	1.00577	0.251404	1	1.00577	0.1461	0.1461	0.1461	5	1	147
ZNF440	0.410128	1.5898	0.001	0.2	1.20868	0.693564	1	1.20868	0.1461	0.1413	0.1577	4	1	21
STX8	0.948398	-1.15271	0.001	0.2	3.40086	-1.2706	1	3.40086	0.1463	0.0952	0.0913	41	6	24
C1orf127	0.864953	-1.6	0.001	0.2	2.74658	-1.9384	1	2.74658	0.1463	0.1803	0.1803	19	3	11
FOLH1B	0.410963	1.59092	0.001	0.2	1.1816	1.09261	1	1.1816	0.1464	0.1193	0.1464	6	1	9
SFTPD	0.457969	-1.65111	0.001	0.2	1.57331	-1.19862	1	1.57331	0.1473	0.0677	0.0492	16	1	17
CNTN4	0.89623	-1.38079	0.001	0.2	3.06933	-0.608149	1	3.06933	0.1476	0.0498	0.0316	228	5	88
KRT85	0.327838	1.46925	0.001	0.2	1.04597	0.256348	1	1.04597	0.1477	0.1477	0.1477	2	1	147
NCOA4	0.275063	-1.37839	0.001	0.2	1.07002	-1.02684	1	1.07002	0.1477	0.1829	0.153	2	1	12
CCDC171	0.667737	1.16114	0.001	0.2	1.6806	1.19585	1	1.6806	0.148	0.1706	0.206	32	5	10
FMR1NB	0.599762	1.42555	0.001	0.2	1.89306	0.823491	1	1.89306	0.1501	0.1163	0.116	4	2	24
USP34	0.500677	-1.37778	0.001	0.2	2.62763	-5	1	2.62763	0.1503	0.1503	0.1503	27	2	5
ATXN1	0.69503	-0.902592	0.001	0.2	2.52398	-0.39663	1	2.52398	0.1522	0.0895	0.0895	46	9	168
CATSPERG	0.756165	1.41864	0.001	0.2	1.88438	5	0.653941	1.86201	0.153	0.3961	0.3961	12	4	5
CRYZ	0.670946	1.47622	0.001	0.2	1.49392	1.11605	1	1.49392	0.1537	0.3847	0.3847	14	3	10
SESN1	1.0965	1.29138	0.001	0.2	3.12673	1.33801	1	3.12673	0.1554	0.2036	0.203	110	6	15
TMEM254	0.424901	-1.60932	0.001	0.2	1.4913	-1.17266	1	1.4913	0.1555	0.1073	0.1073	3	1	17
C14orf177	0.291523	-1.40812	0.001	0.2	1.00348	-0.207146	1	1.00348	0.1558	0.1558	0.1558	1	1	231
JAK2	0.39581	1.89688	0.001	0.2	1.32416	0.611313	1	1.32416	0.1565	0.142	0.117	11	3	30
SLC22A3	1.07207	-0.94585	0.001	0.2	6.19925	-2.46025	1	6.19925	0.1565	0.0283	0.0279	67	11	24
COL21A1	0.85522	-1.13061	0.001	0.2	3.55196	-2.14755	1	3.55196	0.1568	0.0967	0.1016	38	6	11
MSH2	0.529384	-1.88334	0.001	0.2	1.70013	-5	0.47783	0.210392	0.157	0.1389	0.6958	48	2	23
COX5B	0.241963	-1.31404	0.001	0.2	0.909128	-0.505324	1	0.909128	0.1575	0.1575	0.1575	2	1	36
SYAP1	0.387532	-1.5588	0.001	0.2	1.43122	-1.53475	1	1.43122	0.1575	0.1575	0.1575	2	1	9
SLC38A5	0.396183	1.57084	0.001	0.2	1.10525	1.14214	1	1.10525	0.1575	0.1812	0.134	2	1	8
ARHGAP26	1.00097	1.30412	0.001	0.2	2.01359	1.13473	1	2.01359	0.1576	0.2809	0.3185	65	7	13
GALNTL6	0.879801	1.44838	0.001	0.2	2.97605	0.714884	1	2.97605	0.1579	0.0523	0.0315	136	7	51
GLT1D1	0.575238	1.32349	0.001	0.2	1.34859	1.41439	1	1.34859	0.1584	0.3587	0.3739	28	5	6
ACP6	0.294414	1.4132	0.001	0.2	0.987478	0.805534	1	0.987478	0.1585	0.2506	0.2506	2	1	13
DNAAF1	0.566509	-1.77302	0.001	0.2	2.40929	-5	1	2.40929	0.1592	0.0978	0.0978	6	1	5
HSDL1	0.487622	-1.68655	0.001	0.2	2.2177	-5	1	2.2177	0.1593	0.1131	0.1131	4	1	5
DDX10	0.531752	-1.66939	0.001	0.2	1.55506	-0.76636	1	1.55506	0.1596	0.1587	0.152	18	2	29
SIGLEC11	0.472883	-1.66916	0.001	0.2	2.16325	-5	1	2.16325	0.1596	0.1596	0.1596	1	1	5
RNF166	0.549782	1.75554	0.001	0.2	1.56682	1.75433	1	1.56682	0.1597	0.1597	0.1597	1	1	5
DCHS2	0.708337	1.06174	0.001	0.2	1.8916	1.19052	1	1.8916	0.1598	0.2924	0.2838	43	7	11
CHRDL1	0.576796	1.31676	0.001	0.2	1.778	1.48158	1	1.778	0.1603	0.2752	0.3362	6	3	7
GDF3	0.530323	1.73465	0.001	0.2	1.53616	1.74012	1	1.53616	0.1603	0.1603	0.1603	2	1	5
APOD	0.373259	-1.53846	0.001	0.2	1.40556	-1.50569	1	1.40556	0.1605	0.1605	0.1605	5	1	10
PTPRE	0.765039	-1.12892	0.001	0.2	4.68746	-5	1	4.68746	0.162	0.0691	0.0691	23	5	10
RABGAP1L	1.00388	2.05562	0.001	0.179641	1.40273	3.89486	0.159833	1.38763	0.1624	0.4268	0.4246	30	7	20
WWC3	1.04775	1.40051	0.001	0.2	2.42813	0.763835	1	2.42813	0.1627	0.178	0.1694	72	5	35
OR13H1	0.219633	1.26661	0.001	0.2	0.76943	0.650185	1	0.76943	0.1634	0.2718	0.2718	2	1	18
