Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
HBG1	0.0215392	-0.456806	0.001	0.2	0.106661	-0.280876	1	0.106661	0.7784	0.7784	0.7784	1	1	13
GRIK4	0.0689156	-0.69566	0.001	0.2	0.277489	-5	0.407589	0.00333019	0.779	0.6966	0.8432	43	3	11
TUBA1C	0.068437	0.730459	0.001	0.2	0.221284	1.06965	0.574017	0.218389	0.7794	0.6042	0.6042	10	4	5
KATNAL2	0.107199	0.692762	0.001	0.2	0.147304	0.424662	1	0.147304	0.7801	0.8542	0.8542	7	4	9
RAB11FIP4	0.00896748	-0.220268	0.001	0.2	0.125392	-0.39346	1	0.125392	0.7809	0.7809	0.7722	27	3	11
C16orf52	0.0172593	-0.411006	0.001	0.2	0.0865977	-0.246794	1	0.0865977	0.7809	0.7809	0.7809	5	1	14
PDZD9	0.0172593	-0.411006	0.001	0.2	0.0865977	-0.246794	1	0.0865977	0.7809	0.7809	0.7809	1	1	14
POLR3E	0.0172593	-0.411006	0.001	0.2	0.0865977	-0.246794	1	0.0865977	0.7809	0.7809	0.7809	7	1	14
UQCRC2	0.0172593	-0.411006	0.001	0.2	0.0865977	-0.246794	1	0.0865977	0.7809	0.7809	0.7809	6	1	14
VWA3A	0.0172593	-0.411006	0.001	0.2	0.0865977	-0.246794	1	0.0865977	0.7809	0.7809	0.7809	5	1	14
AOC1	0.0164869	-0.437773	0.001	0.2	-0.00578704	-5	0.291403	-17.5522	0.782	0.6293	0.7468	10	2	217
LYZL1	0.0743143	-0.590591	0.001	0.2	0.327688	-0.817073	1	0.327688	0.7833	0.5809	0.5809	5	2	6
CCDC141	0.0385407	0.455891	0.001	0.2	0.268849	0.612692	1	0.268849	0.7834	0.7834	0.7834	16	3	6
RAD52	0.0472777	-0.475533	0.001	0.2	0.15489	-5	0.264543	0.0551277	0.784	0.797	0.7919	52	7	22
TMEM132C	0.044843	-0.408764	0.001	0.2	0.0989593	-0.360268	1	0.0989593	0.7858	0.7874	0.7762	37	6	9
IMMP1L	0.0185765	0.316544	0.001	0.2	0.0740002	0.26166	1	0.0740002	0.7867	0.7867	0.7867	6	2	9
ABCC9	0.00946166	-0.308017	0.001	0.2	0.0485283	-0.18122	1	0.0485283	0.7905	0.7779	0.5995	6	1	17
TMEM181	0.0885859	-0.625185	0.001	0.2	0.27132	-0.769741	1	0.27132	0.7921	0.7921	0.7415	11	3	5
PTCHD3	0.0124267	0.291451	0.001	0.2	0.000277441	0.0030828	1	0.000277441	0.7929	0.9818	0.9935	11	2	271
TNFRSF19	0.0231376	-0.353104	0.001	0.2	0.138034	-0.417016	1	0.138034	0.7936	0.7936	0.7936	19	2	8
RNF216	0.0438376	0.530696	0.001	0.2	0.259353	0.598789	1	0.259353	0.7943	0.6785	0.6785	14	3	6
CADM1	0.0318286	0.540844	0.001	0.2	0.0191516	-1.4314	0.182951	0.000103393	0.7947	0.8684	0.8684	30	5	16
KCND2	0.0342432	-0.433397	0.001	0.2	0.0195384	0.322785	0.353997	0.00271646	0.7948	0.8896	0.8896	18	5	11
ALDH1L1	0.00677752	-0.188889	0.001	0.2	0.0172447	-0.11632	1	0.0172447	0.795	1	0.8073	6	2	12
MDN1	0.0469139	-0.453022	0.001	0.2	0.0484673	-0.259097	1	0.0484673	0.7965	0.9024	0.9509	28	3	7
GYG2	0.0257996	-0.497625	0.001	0.2	0.127434	-0.264686	1	0.127434	0.7993	0.7296	0.6197	27	1	18
FCAR	0.0732181	-0.559013	0.001	0.2	0.233695	-0.720611	1	0.233695	0.8005	0.692	0.692	9	3	5
FAM155A	0.0528003	-0.32649	0.001	0.2	0.00106237	0.0189571	1	0.00106237	0.8005	1	1	122	11	29
LRRTM4	0.0311742	0.379128	0.001	0.2	0.0982515	0.343007	1	0.0982515	0.801	0.7729	0.7729	28	5	7
TRPM1	0.040961	-0.711932	0.001	0.2	0.188117	-5	0.387063	0.00117818	0.8012	0.7984	1	33	3	14
LINC02210-CRHR1	0.0357118	-0.295744	0.001	0.2	0.0904561	-0.465463	1	0.0904561	0.8035	1	1	34	6	6
TPK1	0.0348528	0.446467	0.00727577	0.2	0.312695	0.419778	1	0.312695	0.8076	0.6642	0.5944	93	7	15
"CHD1L,NBPF19"	0.0159436	0.341988	0.001	0.2	0.0936291	0.310546	1	0.0936291	0.8078	0.8078	0.8078	17	2	8
RLN1	0.0109067	0.237093	0.001	0.2	0.026562	0.0317382	1	0.026562	0.8086	0.8107	0.7909	2	2	243
KCNJ6	0.0544107	-0.505073	0.001	0.2	0.160229	-0.607745	1	0.160229	0.8088	0.8088	0.7566	18	4	5
ZNF365	0.0258962	0.374301	0.0751199	0.2	0.00931491	1.19213	0.16039	0.000160321	0.81	0.8048	0.8004	38	7	8
LRRN2	0.00141205	0.126806	0.001	0.2	0.00785333	0.0610814	1	0.00785333	0.8103	0.8103	0.8103	3	1	17
C2orf80	0.0115586	-0.33912	0.001	0.2	0.0577089	-0.0812052	1	0.0577089	0.8104	0.8104	0.8104	9	1	88
NCAM2	0.0369258	-0.5209	0.001	0.2	0.276802	-0.572584	1	0.276802	0.8118	0.6014	0.5138	17	3	9
KLHL1	0.012327	0.354943	0.001	0.2	7.00E-05	-0.00467183	1	7.00E-05	0.8126	0.935	0.9577	14	3	35
TPMT	0.00537013	0.217532	0.001	0.2	0.000632665	0.0309893	1	0.000632665	0.814	0.6999	1	27	4	6
PRR5L	0.0659519	0.746256	0.001	0.2	-0.00374075	5	0.292355	0.0207045	0.8145	1	1	8	2	5
ERI1	0.0396405	-0.678592	0.001	0.2	0.144776	-0.571195	1	0.144776	0.8157	0.7638	0.5491	8	2	5
TFEB	0.0229887	-0.271668	0.001	0.2	0.0750693	-0.328614	1	0.0750693	0.8157	0.971	1	17	5	8
ABAT	0.0861051	-0.633584	0.001	0.2	0.357575	-0.857044	1	0.357575	0.8158	0.4914	0.5644	26	2	6
PHACTR3	0.00947408	0.400585	0.0328515	0.2	-0.0242478	3.03436	0.2221	0.237645	0.8159	0.2554	0.4941	8	3	131
SLC25A26	0.0608875	0.406617	0.363264	0.2	0.0682398	2.37707	0.139198	0.00612782	0.8161	0.8628	0.8787	60	5	9
ADAMTS17	0.0253671	-0.373726	0.001	0.2	0.0656078	-5	0.328032	0.000809848	0.8168	0.8342	1	40	6	9
SLC23A2	0.00714157	-0.269102	0.001	0.2	0.0366104	-0.125441	1	0.0366104	0.8192	0.8099	0.6898	4	1	22
"NTAN1,PDXDC1"	0.0126044	-0.353527	0.001	0.2	0.0634549	-0.162355	1	0.0634549	0.8202	0.7215	0.6932	3	1	23
PDXDC1	0.0126044	-0.353527	0.001	0.2	0.0634549	-0.162355	1	0.0634549	0.8202	0.7215	0.6932	2	1	23
"PDXDC1,RRN3"	0.0126044	-0.353527	0.001	0.2	0.0634549	-0.162355	1	0.0634549	0.8202	0.7215	0.6932	2	1	23
RRN3	0.0126044	-0.353527	0.001	0.2	0.0634549	-0.162355	1	0.0634549	0.8202	0.7215	0.6932	1	1	23
ROS1	0.0459584	-0.363901	0.001	0.2	0.146852	-1.84528	0.364236	0.131003	0.8207	0.7873	0.782	33	8	9
CSGALNACT1	0.0437508	-0.34254	0.001	0.2	0.000582483	0.0172802	1	0.000582483	0.8208	1	1	63	5	19
NKAIN2	0.010367	-0.26048	0.001	0.2	0.257575	-0.39998	1	0.257575	0.8208	0.6052	0.5955	79	4	20
CDH23	0.0275281	0.487197	0.001	0.2	0.0109674	0.108734	1	0.0109674	0.8215	1	1	8	3	8
DACH2	0.131426	0.534493	0.001	0.2	0.418613	0.476111	1	0.418613	0.8215	0.811	0.7974	45	6	21
P2RX7	0.0235446	-0.363508	0.001	0.2	0.00621724	-0.0582234	1	0.00621724	0.8226	1	1	8	2	16
DNAH9	0.0283293	-0.299435	0.001	0.2	0.0421376	-0.239086	1	0.0421376	0.8228	1	1	25	4	7
ARHGEF10	0.0632253	-0.549409	0.001	0.2	0.252833	-0.718328	1	0.252833	0.8259	0.7446	0.7446	55	2	7
MAML2	0.0185748	-0.209532	0.001	0.2	0.00672099	0.0443522	1	0.00672099	0.826	0.9305	0.9559	50	8	32
SLC9B1	0.0808091	-0.616053	0.001	0.2	0.327827	-0.822573	1	0.327827	0.8263	0.7506	0.7506	5	2	6
ANKS1A	0.0281509	-0.247607	0.001	0.2	0.0878613	-0.207956	1	0.0878613	0.8265	0.7727	0.8438	19	8	19
CDH13	0.0377424	-0.175337	0.001	0.2	0.16023	-0.134933	1	0.16023	0.8266	0.7479	0.689	208	27	84
SLC35F2	0.0622788	0.451839	0.001	0.2	0.26294	0.616712	1	0.26294	0.8271	0.8271	0.8271	12	4	6
VAT1L	0.0511316	-0.460235	0.001	0.2	0.0925289	-0.287672	1	0.0925289	0.8283	0.7214	0.7616	53	4	12
SDK1	0.0345575	-0.296313	0.001	0.2	0.0858206	-3.0646	0.185377	0.0151534	0.8287	0.8378	0.8838	115	15	77
SLCO1B3	0.0161827	-0.245509	0.001	0.2	0.259342	-0.129274	1	0.259342	0.8328	0.5249	0.5727	43	4	144
APOBEC3D	0.04441	0.697081	0.001	0.2	-0.00920532	5	0.289769	9.96E-05	0.8364	1	1	2	2	5
ZSCAN9	0.0705738	-0.580529	0.001	0.2	0.27347	-0.776711	1	0.27347	0.8377	0.5986	0.6622	9	2	5
HS3ST4	0.00809357	-0.291752	0.001	0.2	0.294805	-0.360258	1	0.294805	0.8381	0.5703	0.5748	24	3	24
"ZNF761,ZNF765-ZNF761"	0.00973763	0.312302	0.001	0.2	0.0479842	0.130433	1	0.0479842	0.8383	0.7461	0.8104	1	1	28
DIS3L2	0.0285176	-0.396787	0.001	0.2	0.0392553	-0.24357	1	0.0392553	0.8393	1	1	4	2	6
KCNIP1	0.0141368	-0.368962	0.001	0.2	0.174402	-0.28306	1	0.174402	0.841	0.6209	0.6591	12	3	21
CPPED1	0.0794634	-0.479452	0.001	0.2	0.119599	-0.281465	1	0.119599	0.8434	0.8898	0.8879	21	4	16
NLRP5	0.00624958	0.223961	0.001	0.2	0.0177447	0.173217	1	0.0177447	0.8442	1	1	13	4	5
GRID2	0.0495512	0.216315	0.001	0.2	0.203038	0.145148	1	0.203038	0.8447	0.7498	0.7143	109	21	86
PLXDC2	0.0154682	-0.187886	0.001	0.2	0.00392113	-0.0610396	1	0.00392113	0.8453	1	1	68	5	14
RDH16	0.00585364	0.244667	0.001	0.2	0.0296024	0.0933668	1	0.0296024	0.8455	0.8455	0.8455	2	1	31
FARP1	0.0384595	-0.3151	0.001	0.2	0.0522787	-0.255113	1	0.0522787	0.8456	1	1	43	7	9
SPINT4	0.00448728	-0.215579	0.001	0.2	0.0231979	-0.041852	1	0.0231979	0.8478	0.8478	0.8478	2	1	131
MGST1	0.0184673	0.315545	0.001	0.2	0.171945	0.486354	1	0.171945	0.8496	0.8496	0.7901	13	3	6
LYPD5	0.0402229	0.600243	0.001	0.2	0.0368444	0.250336	1	0.0368444	0.851	1	1	20	3	5
AGBL1	0.00577472	-0.218006	0.001	0.2	0.0411035	1.8602	0.121879	0.00982964	0.8519	0.7819	0.7819	23	6	7
RSU1	0.00289714	0.15499	0.001	0.2	0.000986001	-0.0409648	1	0.000986001	0.8522	1	1	14	3	5
PRKAG2	0.0132045	0.188327	0.001	0.2	0.011317	0.0610304	1	0.011317	0.8526	0.9805	1	15	5	31
SYTL3	0.0360386	0.474612	0.001	0.2	0.032614	0.18965	1	0.032614	0.8536	0.8978	0.9434	13	5	8
NDUFAF2	0.0145025	-0.360367	0.001	0.2	0.0886445	-1.92341	0.166222	0.112181	0.8544	0.8519	0.8111	13	4	13
ARHGAP11A	0.026412	0.521429	0.001	0.2	0.0121141	0.144199	1	0.0121141	0.8547	0.8908	0.9277	5	3	5
UGT1A5	0.0039818	0.178078	0.001	0.2	0.0453535	0.139422	1	0.0453535	0.8578	0.8539	0.8542	13	2	21
COLCA1	0.00445789	-0.158826	0.001	0.2	0.0128561	-0.0499893	1	0.0128561	0.8594	0.9084	0.9084	8	2	47
SP4	0.0180227	0.326976	0.001	0.2	0.00907981	0.114398	1	0.00907981	0.8597	1	1	16	2	6
GALNT18	0.0214979	0.279111	0.001	0.2	0.00819077	0.0751623	1	0.00819077	0.8598	1	0.8961	78	6	13
NDUFV3	0.0334553	-0.441084	0.001	0.2	0.0360797	-0.231258	1	0.0360797	0.8606	0.9457	1	5	2	6
B4GALNT2	0.0267724	-0.414449	0.001	0.2	0.231732	-0.464664	1	0.231732	0.8615	0.6163	0.5309	17	2	10
GPR39	0.00477058	-0.160434	0.001	0.2	0.000701977	-0.0345816	1	0.000701977	0.8632	0.8632	0.8632	26	3	5
CTBP2	0.0226565	-0.367074	0.001	0.2	0.00112631	-0.641839	0.121274	1.87E-05	0.8669	0.8386	0.8238	50	7	11
FSTL5	0.0110749	0.206312	0.001	0.2	0.0453441	0.20806	1	0.0453441	0.8676	1	1	73	4	9
SLC38A8	0.0112478	-0.204264	0.001	0.2	0.0171633	-0.0764036	1	0.0171633	0.8683	0.9943	1	19	3	27
PPARGC1A	0.0228699	-0.243759	0.001	0.2	0.0376861	-0.223474	1	0.0376861	0.8698	0.899	1	23	6	9
IMMP2L	0.0290661	-0.15577	0.001	0.2	1.29E-05	-0.000459169	1	1.29E-05	0.8704	0.8742	0.9822	79	17	608
PCDH9	0.0160367	-0.230586	0.001	0.2	0.00526635	0.0359214	1	0.00526635	0.8721	0.9598	0.9659	37	8	36
SPATA6L	0.0152479	0.438124	0.001	0.2	0.000763392	-0.0276482	1	0.000763392	0.8726	1	1	13	3	9
CCSER1	0.0417144	-0.379351	0.001	0.2	0.0955699	-0.347518	1	0.0955699	0.874	0.8111	0.7658	46	6	8
FRMD4A	0.0103371	-0.145179	0.001	0.2	0.0150333	-0.102464	1	0.0150333	0.8755	1	1	76	10	16
DEFA4	0.00837284	0.290447	0.001	0.2	0.0416837	0.0911342	1	0.0416837	0.8759	0.8488	0.8121	3	1	47
ADAMTS18	0.00600748	-0.179117	0.001	0.2	0.023769	-0.133651	1	0.023769	0.8762	1	1	43	2	13
CDKAL1	0.0157192	0.216764	0.001	0.2	0.141441	0.296092	1	0.141441	0.8778	0.7154	0.6724	87	9	15
CARD17	0.0130166	0.3219	0.001	0.2	0.000970552	0.0383774	1	0.000970552	0.8779	1	1	3	2	7
EPB41L4A	0.0392159	0.373386	0.001	0.2	0.165564	0.449359	1	0.165564	0.8779	0.8779	0.8779	27	5	7
VGLL3	0.0149181	-0.329476	0.001	0.2	-0.0971346	-5	0.228877	0.0131156	0.8785	1	0.9473	13	2	24
MBD5	0.0121349	-0.18969	0.001	0.2	0.187019	-0.240985	1	0.187019	0.8799	0.73	0.7072	31	7	33
PPM1L	0.0130822	-0.254923	0.001	0.2	0.0302801	-0.173016	1	0.0302801	0.8836	1	1	19	4	9
NREP	0.0129884	0.293453	0.001	0.2	0.0289378	0.218166	1	0.0289378	0.8864	1	1	21	4	6
LSP1	0.00335029	0.176894	0.001	0.2	0.00612377	0.13062	1	0.00612377	0.887	0.9793	1	15	3	5
CNTNAP3	0.00563625	0.1737	0.001	0.2	0.0355323	0.107374	1	0.0355323	0.887	0.7601	0.8353	8	2	29
OPA3	0.0132801	-0.285418	0.001	0.2	0.000115736	0.00962719	1	0.000115736	0.8874	0.9518	0.7789	7	2	11
ADCY3	0.00106265	0.0892837	0.001	0.2	0.00925819	0.125057	1	0.00925819	0.8886	1	1	47	4	5
CASP5	0.032701	-0.0720834	0.243032	0.2	0.282107	-5	0.407973	0.00111578	0.889	0.7114	1	6	3	7
ANKLE1	0.0504284	-0.505006	0.001	0.2	0.171465	-0.611847	1	0.171465	0.8897	0.7647	0.7647	4	2	7
BZW2	0.0595424	0.573986	0.001	0.2	0.0830281	0.270995	1	0.0830281	0.8922	0.8085	1	6	4	10
CELA2B	0.010855	0.580437	0.001	0.2	0.263134	0.359424	1	0.263134	0.8963	0.6034	0.5211	3	2	19
SLC8A1	0.0128588	-0.174568	0.001	0.2	5.93E-05	0.00670779	1	5.93E-05	0.8964	0.954	0.93	68	8	14
USH2A	0.0160286	0.173284	0.001	0.2	0.167185	0.235455	1	0.167185	0.8974	0.7532	0.748	82	9	27
CNTN6	0.0109872	0.181609	0.001	0.2	0.0403253	0.122921	1	0.0403253	0.8994	0.893	0.8906	74	4	25
ABCA6	0.0223392	-0.485289	0.001	0.2	0.0870858	-5	0.355099	0.000280875	0.9001	0.8258	1	8	3	6
GPC5	0.00983219	0.122709	0.001	0.2	0.000567317	0.0125264	1	0.000567317	0.9015	0.98	0.9783	159	14	37
SLC25A21	0.010866	0.188	0.001	0.2	0.00389066	0.0412649	1	0.00389066	0.9027	0.9668	0.979	89	8	23
MEI4	-0.000200225	0.000681938	0.001	0.2	4.84E-08	-0.000269506	1	4.84E-08	0.9032	0.8968	1	26	4	6
DLG2	0.0146076	-0.122408	0.001	0.2	0.0119919	-0.0264431	1	0.0119919	0.9037	0.9532	0.9543	137	26	165
CHST9	0.0278424	-0.322592	0.001	0.2	0.149471	-0.352235	1	0.149471	0.9049	0.8686	0.8709	174	6	14
PSD3	0.0120547	-0.15273	0.001	0.2	0.0243819	0.0317313	1	0.0243819	0.9061	0.7464	0.7573	46	12	224
DCDC2	0.0106289	-0.171569	0.050969	0.2	0.186525	-2.26834	0.288347	0.100433	0.9086	0.6442	0.7994	30	7	11
ADAMTS12	0.0791171	-0.585869	0.001	0.2	0.244644	-0.73161	1	0.244644	0.9119	0.7729	0.7729	62	3	5
MYH13	0.00860436	-0.209023	0.001	0.2	0.0169121	0.0985105	1	0.0169121	0.9128	0.9087	0.9219	28	3	15
NMU	0.147713	-0.807347	0.001	0.2	1.06836	-5	1	1.06836	0.9131	0.6007	0.6007	6	2	5
PDGFD	0.0393008	-0.415911	0.001	0.2	0.136088	-0.406729	1	0.136088	0.9137	0.9137	0.9137	47	4	9
VTA1	0.0822808	-0.622626	0.001	0.2	0.241239	-0.727607	1	0.241239	0.914	0.914	0.914	6	3	5
PITPNB	0.047948	0.597642	0.001	0.2	0.0289751	0.226301	1	0.0289751	0.9166	0.9166	1	8	2	5
ZNF573	0.0528525	-0.520198	0.001	0.2	0.164467	-0.630691	1	0.164467	0.917	0.7806	0.7806	6	2	5
FGGY	0.00702985	0.196846	0.001	0.2	0.00715912	-0.0397086	1	0.00715912	0.9198	0.8763	1	37	4	43
DGCR6	0.000993758	-0.109164	0.001	0.2	0.00593774	-0.0211436	1	0.00593774	0.9199	0.9199	0.9199	1	1	131
PRODH	0.000993758	-0.109164	0.001	0.2	0.00593774	-0.0211436	1	0.00593774	0.9199	0.9199	0.9199	1	1	131
SUCLG2	0.100229	-0.539758	0.001	0.2	0.289883	-0.581124	1	0.289883	0.9223	0.8528	0.9223	46	5	9
PRMT8	0.0638999	-0.541179	0.001	0.2	0.188426	-0.647602	1	0.188426	0.9279	0.9279	0.9279	31	3	5
MALL	0.000853096	-0.102545	0.001	0.2	0.00523038	-0.0179442	1	0.00523038	0.9287	0.9225	0.8955	4	1	156
NPHP1	0.000853096	-0.102545	0.001	0.2	0.00523038	-0.0179442	1	0.00523038	0.9287	0.9225	0.8955	6	1	156
ADGRV1	0.0111353	0.381233	0.001	0.166667	0.0307258	0.213098	0.753523	0.030639	0.9289	0.8759	0.8501	42	6	10
LOXL2	0.0736053	-0.5765	0.001	0.2	0.21864	-0.693417	1	0.21864	0.9297	0.9297	0.9297	95	3	5
VPS13B	0.00531381	0.125819	0.001	0.2	0.0306415	0.119855	1	0.0306415	0.9297	0.8052	0.7938	23	5	20
ECT2L	0.0192668	0.476497	0.001	0.2	-0.0351084	5	0.276295	0.0121432	0.9306	0.9443	1	5	2	7
PPARD	0.00164434	-0.0867153	0.001	0.2	0.00218203	-0.0559402	1	0.00218203	0.9313	0.9002	0.9223	33	5	8
ZNF774	0.0471733	-0.500612	0.001	0.2	0.142135	-0.576322	1	0.142135	0.9325	0.7603	0.7603	3	2	6
HTR1F	0.00476102	0.241423	0.00348368	0.2	0.0342084	0.205417	1	0.0342084	0.9328	0.874	1	22	4	7
NEGR1	0.00438178	0.0657481	0.0495519	0.2	0.0902716	-1.45448	0.215073	0.0517694	0.9336	0.7798	0.8719	39	10	17
ABTB2	0.00148309	-0.0970315	0.001	0.2	0.00702292	-0.104876	1	0.00702292	0.9337	1	1	10	3	6
COL28A1	0.00474202	0.120717	0.001	0.2	0.0104894	0.0892154	1	0.0104894	0.9344	1	1	21	6	13
THSD4	0.0046514	-0.122181	0.001	0.2	6.00E-06	0.00125674	1	6.00E-06	0.9352	0.9494	1	48	6	36
NBPF19	0.00319923	0.0906826	0.001	0.2	0.0407469	0.0758481	1	0.0407469	0.9375	0.8855	0.8762	65	6	62
RAB19	0.00275569	-0.120371	0.001	0.2	0.0652864	-0.0611847	1	0.0652864	0.9378	0.7539	0.6282	14	5	170
ADGRL3	0.00189685	0.0578785	0.0480663	0.2	0.132382	-0.273994	1	0.132382	0.9388	0.7394	0.6963	17	5	19
FHIT	0.00505709	-0.0692311	0.001	0.2	0.0646844	-0.0628854	1	0.0646844	0.9393	0.8466	0.799	354	26	154
RIMBP2	0.000350149	-0.0553844	0.001	0.2	0.000256332	0.0127178	1	0.000256332	0.9446	1	1	23	5	14
DPP10	0.00787853	-0.233621	0.001	0.2	0.167097	-0.376554	1	0.167097	0.9465	0.8478	0.7909	42	4	12
CCDC3	0.00228174	-0.109327	0.001	0.2	0.00935234	0.0893074	1	0.00935234	0.9483	0.9176	0.8866	22	3	10
DAW1	0.0483928	-0.470755	0.001	0.2	0.127939	-0.538675	1	0.127939	0.9496	0.9496	0.9496	7	3	5
SMPDL3B	0.0171904	0.299308	0.001	0.2	0.0693268	0.345141	1	0.0693268	0.95	0.95	1	4	2	5
PKD1L2	0.00233372	0.074507	0.001	0.2	0.0796387	0.110963	1	0.0796387	0.95	0.8357	0.8502	43	8	60
DTX2	0.00035085	0.064626	0.001	0.2	0.0139342	0.0400548	1	0.0139342	0.9506	0.9299	0.9297	2	2	80
MCF2L	0.0255105	0.464386	0.001	0.2	0.0258147	0.209087	1	0.0258147	0.9514	1	1	8	3	5
TBXAS1	0.0013279	-0.0952	0.001	0.2	0.0210785	-0.168346	1	0.0210785	0.9532	1	1	18	4	8
"GCOM1,MYZAP"	4.21E-05	0.0385989	0.001	0.2	0.032258	0.171793	1	0.032258	0.9541	0.8017	0.8017	24	3	9
DLC1	0.00267045	-0.0855323	0.001	0.2	0.00807991	0.0483817	1	0.00807991	0.9555	0.9606	0.9581	99	16	31
FARS2	0.00305563	0.0936237	0.001	0.2	0.0487809	-0.0850323	1	0.0487809	0.9575	0.8822	0.8711	86	11	64
DERA	0.0222406	-0.549404	0.001	0.2	0.177938	-2.69294	0.286248	0.111313	0.9578	0.6858	0.8449	12	4	7
XRCC4	-5.79E-05	-0.0420873	0.001	0.2	0.000465883	-0.0184889	1	0.000465883	0.9587	1	1	23	5	16
DNAH11	-2.32E-05	-0.0299306	0.001	0.142857	0.00115205	-0.0345161	1	0.00115205	0.9592	0.9218	0.9979	64	7	10
PDE4D	0.00210208	0.0664117	0.001	0.2	0.0233643	0.0696295	1	0.0233643	0.9598	0.9227	0.9008	307	18	43
RYR2	0.000835446	0.0697815	0.001	0.2	0.0183521	0.169028	1	0.0183521	0.9612	1	1	31	5	8
PLCB4	0.00111644	0.0271202	0.0415455	0.2	0.013678	-0.933585	0.226901	0.00821989	0.962	0.7947	0.7947	27	6	7
ITPR1	0.00224572	0.081425	0.001	0.2	0.00480056	0.0244262	1	0.00480056	0.9652	0.8613	1	110	10	78
TTC7B	8.93E-05	0.0478423	0.001	0.2	0.00468646	0.0148708	1	0.00468646	0.9673	0.9661	0.5887	9	3	197
DYM	0.00395449	0.123118	0.001	0.2	0.0278245	0.177153	1	0.0278245	0.968	1	1	72	4	8
SMYD3	0.000994534	0.0728934	0.001	0.2	0.078783	0.149103	1	0.078783	0.9684	0.789	0.6949	132	4	32
CAMK1D	0.00687464	0.0254528	0.102699	0.2	0.0962259	-2.30926	0.265085	0.0431345	0.9694	0.8692	1	57	4	7
DAB1	0.000803986	-0.0547806	0.001	0.2	0.0199705	-0.0856725	1	0.0199705	0.9696	0.9806	0.9701	74	11	25
TMTC2	0.00145534	-0.0965293	0.001	0.2	-0.102743	-1.24204	0.214964	0.834471	0.9707	0.8842	0.208	56	7	227
AHNAK	0.11779	0.745815	0.001	0.2	0.411385	0.922084	1	0.411385	0.972	0.972	0.972	6	3	5
TMEM132D	0.00345226	-0.0942583	0.001	0.2	0.0245761	-0.120986	1	0.0245761	0.9727	0.9296	0.9166	72	14	16
SULT2A1	0.00480741	-0.18727	0.001	0.2	0.0693014	-0.302133	1	0.0693014	0.9779	0.7869	0.7869	15	2	9
LIPC	0.00562703	-0.278014	0.001	0.2	-0.0697995	-5	0.253741	0.0742724	0.9789	1	0.6954	18	2	32
PPP1R1C	0.0486547	0.546297	0.001	0.2	0.14149	0.520988	1	0.14149	0.9802	0.7595	0.7397	13	3	5
HNF4G	-0.000217809	-0.0262285	0.001	0.1	0.00572885	0.0525241	1	0.00572885	0.983	0.93	0.8812	77	10	19
TMEM232	-0.000574543	0.00637344	0.001	0.2	0.000673104	0.0268021	1	0.000673104	0.986	1	1	16	4	11
NAALADL2	-0.000392091	-0.0244147	0.001	0.142857	0.0166538	-0.0781609	1	0.0166538	0.9868	0.8931	0.943	95	7	28
SUPT3H	-0.000250316	0.0239542	0.001	0.125	0.00432385	-0.0453238	1	0.00432385	0.9887	1	1	21	8	20
BANK1	0.00707311	-0.210548	0.001	0.2	0.0976379	-0.303266	1	0.0976379	0.9892	0.6265	0.7529	20	2	10
VTI1A	-0.00026419	-0.0295597	0.001	0.166667	0.0195497	0.0953869	1	0.0195497	0.9894	0.8851	0.9878	67	6	19
GSTA1	-2.61E-05	0.0422573	0.001	0.2	0.000959285	0.0132118	1	0.000959285	0.9902	0.9988	1	7	2	51
ZNF468	-8.48E-05	-0.0375371	0.001	0.2	-0.10536	1.25616	0.1	0.0479481	0.9917	0.9868	0.8022	2	2	74
DLGAP2	-0.000152727	0.0276683	0.001	0.1	0.00290992	-0.0373727	1	0.00290992	0.9922	0.9988	1	62	10	20
NELL1	-0.000319758	-0.0157262	0.001	0.0833333	0.00501436	-0.0333163	1	0.00501436	0.9929	0.9348	0.9358	128	12	41
CSMD1	-0.000130242	-0.00512377	0.001	0.0185185	0.573349	-0.0883543	1	0.573349	0.9932	0.5372	0.4563	996	54	721
AGBL4	-0.000303969	-0.010535	0.001	0.1	6.43E-06	-0.00181652	1	6.43E-06	0.9933	1	1	41	10	21
TOP3B	0.00523193	0.172011	0.001	0.2	0.0166584	0.165143	1	0.0166584	0.9937	0.8639	0.8639	3	2	6
"FPGT-TNNI3K,TNNI3K"	0.00185707	-0.109486	0.001	0.2	0.027742	-0.1693	1	0.027742	0.9938	1	1	17	4	9
CELA2A	-0.00024387	-0.0102772	0.001	0.2	0.00488209	0.0294595	1	0.00488209	0.995	0.9365	0.9993	6	2	57
RORB	0.0138585	-0.288528	0.001	0.2	0.00370897	-0.0740621	1	0.00370897	0.9955	0.9248	0.8282	29	2	7
GSTO2	0.00406254	0.205665	0.001	0.2	0.0208032	0.190471	1	0.0208032	1	0.9367	0.7448	7	1	5
Mar-08	0.00590487	0.245688	0.001	0.2	0.0295425	0.224186	1	0.0295425	1	0.8331	1	6	1	5
SGMS1	0.0241345	-0.352903	0.001	0.2	0.0536046	-0.355293	1	0.0536046	1	1	1	47	3	5
CASP12	0.0183105	0.422783	0.001	0.2	0.0866986	0.409723	1	0.0866986	1	1	1	2	1	5
