Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
KRT6A	1.00366	1.61841	0.001	0.2	1.72687	1.02071	1	1.72687	0.0746	0.1875	0.1808	12	4	15
DAP3	0.704955	-1.90387	0.001	0.2	2.69645	-5	1	2.69645	0.0748	0.0748	0.0748	3	1	5
FOLH1B	0.79355	1.97732	0.001	0.2	1.97957	1.2081	1	1.97957	0.0748	0.0748	0.0748	6	1	13
CLNK	0.886105	1.63301	0.001	0.2	2.47113	0.706306	1	2.47113	0.0748	0.0754	0.0754	36	2	42
GNG7	1.34622	-1.50188	0.001	0.2	4.31793	-1.85005	1	4.31793	0.0751	0.0787	0.0705	33	5	15
LRIG2	0.731132	-1.92629	0.001	0.2	2.7844	-5	1	2.7844	0.0757	0.0757	0.0757	8	1	6
RNF125	1.41379	1.98706	0.001	0.2	3.1827	1.3217	1	3.1827	0.0759	0.0994	0.0925	23	3	18
SAXO2	0.707858	-1.90639	0.001	0.2	2.6975	-5	1	2.6975	0.076	0.076	0.076	1	1	5
SLC12A6	0.712186	-1.91013	0.001	0.2	2.70933	-5	1	2.70933	0.076	0.076	0.076	16	1	5
C4orf36	0.721226	1.91788	0.001	0.2	1.82113	1.89405	1	1.82113	0.0764	0.0958	0.1453	1	1	5
SLC10A6	0.721226	1.91788	0.001	0.2	1.82113	1.89405	1	1.82113	0.0764	0.0958	0.1453	4	1	5
GPR173	1.01236	-1.70893	0.001	0.2	2.69364	-0.175533	1	2.69364	0.0767	0.0628	0.0623	6	2	774
GALNT18	1.59875	1.61236	0.001	0.2	2.99123	5	0.482555	1.29774	0.0769	0.2006	0.4054	104	7	25
SYAP1	0.773108	-1.96096	0.001	0.2	2.21852	-1.85648	1	2.21852	0.0772	0.0772	0.0772	2	1	9
TSHZ2	0.704025	-1.42414	0.001	0.2	2.33483	-1.38885	0.72618	2.28557	0.0782	0.0367	0.0207	41	7	20
USHBP1	0.540791	-1.52989	0.001	0.2	1.61114	-1.69569	1	1.61114	0.0783	0.108	0.108	8	2	6
CA6	1.25816	1.83568	0.001	0.2	3.40459	1.58537	1	3.40459	0.0784	0.0771	0.0547	8	2	14
MAP3K5	0.837545	-1.43428	0.001	0.2	3.93878	-5	1	3.93878	0.0789	0.0618	0.0618	17	3	6
FGF13	2.02527	1.7691	0.001	0.2	2.7894	5	0.276759	2.49022	0.0789	0.1856	0.2242	35	10	44
ATAD5	0.712266	1.9102	0.001	0.2	1.83276	1.13707	1	1.83276	0.0793	0.0793	0.0793	13	1	14
IL17RA	1.01662	1.56724	0.001	0.2	3.07621	1.0067	1	3.07621	0.0794	0.042	0.048	21	3	26
TESK2	0.84116	1.63194	0.001	0.2	2.56993	2.03494	1	2.56993	0.0795	0.0795	0.0795	12	2	7
PISD	0.98016	1.52307	0.001	0.2	2.79429	0.911973	1	2.79429	0.0796	0.0554	0.052	18	3	31
DPP6	1.60766	1.48114	0.001	0.2	2.01133	5	0.210813	1.62857	0.0797	0.1559	0.1874	181	11	131
NRDE2	1.37534	1.66632	0.001	0.2	4.78596	5	1	4.78596	0.0798	0.0798	0.0798	11	3	5
DGKK	0.952233	2.16939	0.001	0.2	1.24145	2.51001	0.462708	0.292349	0.0805	0.2317	0.5151	6	2	28
CYP2B6	1.00489	-1.38333	0.001	0.2	2.48798	-5	0.439708	1.32928	0.0805	0.0982	0.1766	40	7	35
CFAP77	0.833489	-1.27285	0.001	0.2	4.34009	-5	1	4.34009	0.0807	0.06	0.06	42	4	7
ALK	0.905868	1.27733	0.001	0.2	2.09043	1.24646	1	2.09043	0.0809	0.1206	0.0887	74	8	12
PTGER3	0.984411	1.59813	0.001	0.2	2.70167	5	0.636756	2.33864	0.081	0.0596	0.0925	18	4	9
CDH4	1.24393	-0.876281	0.001	0.2	3.57447	-1.27849	0.750837	3.02733	0.0814	0.0515	0.0502	136	20	72
AGMO	1.75589	-1.35609	0.001	0.2	5.50181	-0.884376	1	5.50181	0.0815	0.036	0.032	42	8	69
ZNF878	0.772955	1.7943	0.001	0.2	1.43969	1.42152	1	1.43969	0.082	0.3354	0.3354	4	2	6
SSX7	0.539051	1.74409	0.001	0.2	1.58724	1.12404	1	1.58724	0.0821	0.0821	0.0821	2	1	12
SESN1	1.00044	1.39183	0.001	0.2	2.64721	1.24096	1	2.64721	0.0821	0.1276	0.1237	110	4	16
EPYC	0.648968	-1.85365	0.001	0.2	2.59145	-5	1	2.59145	0.0823	0.0823	0.0823	7	1	5
EBF2	1.18422	1.48169	0.001	0.2	2.04338	5	0.452192	1.97811	0.0823	0.229	0.257	53	7	12
ATG10	1.33215	1.58944	0.001	0.2	2.13442	0.999483	1	2.13442	0.0824	0.2453	0.2654	74	6	18
FLNC	0.915854	1.93004	0.001	0.2	1.44752	5	0.47053	1.00954	0.0825	0.1627	0.249	25	2	18
CILP2	0.817621	1.99618	0.001	0.2	2.07873	1.89996	1	2.07873	0.083	0.0868	0.0868	6	1	6
YJEFN3	0.817621	1.99618	0.001	0.2	2.07873	1.89996	1	2.07873	0.083	0.0868	0.0868	8	1	6
TBL1XR1	1.28872	1.50529	0.001	0.2	5.08951	2.75597	1	5.08951	0.0831	0.0659	0.0659	44	4	11
CEP78	0.993282	2.04222	0.001	0.2	2.41315	1.56764	1	2.41315	0.0832	0.1086	0.077	4	2	10
TGFBR3	0.864446	1.17798	0.001	0.2	1.80331	0.51268	1	1.80331	0.0832	0.1019	0.0711	43	5	57
NPBWR1	0.651586	1.85607	0.001	0.2	1.76314	1.14378	1	1.76314	0.0833	0.0833	0.0833	1	1	13
FGF12	1.26507	-1.14081	0.001	0.2	5.03428	-1.36712	1	5.03428	0.0834	0.0263	0.0257	45	9	32
SYT15	0.554699	-1.76072	0.001	0.2	1.55508	-0.253995	1	1.55508	0.0834	0.0717	0.0717	9	1	212
DHRS9	0.659504	-1.60034	0.001	0.2	3.15209	-5	1	3.15209	0.084	0.0454	0.0454	12	2	6
"RBAK,RBAK-RBAKDN"	0.622579	1.82878	0.001	0.2	1.74834	1.37235	1	1.74834	0.084	0.084	0.084	2	1	9
BUB1	0.651133	-1.85565	0.001	0.2	1.83127	-1.02718	1	1.83127	0.0842	0.0842	0.0842	3	1	17
GMDS	1.46878	-1.2598	0.001	0.2	4.23804	-0.910938	1	4.23804	0.0844	0.0362	0.0321	125	11	52
RNF212	0.732995	1.92786	0.001	0.2	1.95971	1.88016	1	1.95971	0.0848	0.0848	0.0848	6	1	6
MLYCD	0.603519	-1.81029	0.001	0.2	2.52847	-5	1	2.52847	0.0851	0.0851	0.0851	3	1	6
BRINP3	0.98407	1.52154	0.001	0.2	2.25007	5	0.655438	1.84936	0.0851	0.1574	0.2433	23	4	7
NCOA4	0.635602	-1.84115	0.001	0.2	1.79321	-1.15991	1	1.79321	0.0852	0.0824	0.082	2	1	13
DMRTA1	0.824233	-2.00128	0.001	0.2	3.03329	-5	1	3.03329	0.0858	0.0474	0.0474	3	1	6
SYNE1	0.834481	-0.973611	0.001	0.2	2.61989	-1.65042	0.800685	2.53488	0.086	0.0605	0.053	89	11	19
AADACL3	0.611782	-1.81836	0.001	0.2	1.88768	-1.71505	1	1.88768	0.0864	0.0864	0.0864	2	1	8
NCBP3	0.90352	-1.44473	0.001	0.2	3.92956	-5	1	3.92956	0.0872	0.0872	0.0872	10	3	5
UGGT2	1.02728	1.535	0.001	0.2	2.99142	1.67755	1	2.99142	0.0872	0.1051	0.0948	15	3	11
SGPP2	0.890754	-1.4346	0.001	0.2	3.90332	-5	1	3.90332	0.0877	0.0877	0.0877	16	3	5
ZNF682	0.572484	-1.77917	0.001	0.2	1.87317	-1.70541	1	1.87317	0.0879	0.0879	0.0879	4	1	9
ASB13	0.785554	1.59651	0.001	0.2	1.84907	1.91611	1	1.84907	0.0885	0.4966	0.4966	14	3	5
CSTL1	0.856441	-2.02572	0.001	0.2	3.09022	-5	1	3.09022	0.0885	0.0503	0.0503	2	1	6
MCPH1	1.40086	1.58991	0.001	0.2	2.85879	0.591942	1	2.85879	0.0889	0.0871	0.0677	50	5	70
OR51S1	0.528699	-1.73288	0.001	0.2	1.61663	-0.95876	1	1.61663	0.0895	0.0895	0.0895	3	1	18
ALDH3B2	0.809111	1.98956	0.001	0.2	2.04633	1.48473	1	2.04633	0.0897	0.0567	0.0567	20	1	9
FGFR4	0.893604	1.43753	0.001	0.2	3.8934	5	1	3.8934	0.09	0.09	0.09	8	3	5
F7	0.770409	1.95877	0.001	0.2	2.01581	1.88702	1	2.01581	0.09	0.0787	0.0787	2	1	6
ZNF286B	1.22968	1.97744	0.001	0.2	1.83862	5	0.34018	1.66677	0.0902	0.2223	0.2188	5	3	38
SLC7A7	0.827396	1.42526	0.001	0.2	2.18296	5	0.64417	1.23052	0.0905	0.149	0.2312	15	4	12
CNTNAP3	0.876413	1.7582	0.001	0.2	1.89516	0.46979	1	1.89516	0.0905	0.1316	0.1311	8	2	75
GULP1	1.47559	-1.61111	0.001	0.2	2.9759	-0.753595	1	2.9759	0.0909	0.1192	0.106	21	6	48
FRY	0.687938	-1.06664	0.001	0.2	2.30364	-1.45318	1	2.30364	0.0911	0.0667	0.0641	152	5	13
MIPOL1	0.568883	-1.22491	0.001	0.2	3.20888	-5	1	3.20888	0.0914	0.0423	0.0423	12	3	6
SFI1	1.48889	2.07145	0.001	0.2	3.94473	0.834446	1	3.94473	0.0916	0.0593	0.0474	40	7	51
DMXL2	0.934575	1.3267	0.001	0.2	4.43327	5	1	4.43327	0.0917	0.0917	0.0917	7	4	6
GRIN3A	0.934973	-1.78875	0.001	0.2	2.0906	-5	0.40973	0.971275	0.0921	0.0914	0.3129	34	4	14
NREP	0.726988	-1.52684	0.001	0.2	2.59947	-1.93272	1	2.59947	0.0925	0.1042	0.1022	34	2	10
DRD2	1.02132	-1.24195	0.001	0.2	4.20398	-5	0.784215	4.09872	0.0925	0.0846	0.0846	23	7	14
MTMR3	0.495341	-1.30563	0.001	0.2	1.70942	-0.69212	1	1.70942	0.0929	0.068	0.0661	30	4	34
PTK2B	0.889596	1.34728	0.001	0.2	2.59928	1.64964	1	2.59928	0.0934	0.1438	0.1438	16	5	9
"MSMB,TIMM23B"	0.547207	-1.75281	0.001	0.2	1.60079	-0.904599	1	1.60079	0.0937	0.0937	0.0937	12	1	19
TNRC18	1.13287	-1.37005	0.001	0.2	3.64521	-1.89616	0.917123	3.6378	0.0941	0.0939	0.087	40	7	16
PLA2G4C	1.23809	1.54902	0.001	0.2	4.34343	2.34642	1	4.34343	0.0945	0.0566	0.0566	16	4	11
TM4SF5	0.601714	1.80852	0.001	0.2	1.66093	1.04003	1	1.66093	0.0945	0.0532	0.0532	2	1	14
DRAM1	1.09364	1.85882	0.001	0.2	2.59205	1.60288	1	2.59205	0.0946	0.1472	0.2066	13	3	10
C9orf135	0.57852	-1.52041	0.001	0.2	2.82552	-5	1	2.82552	0.0948	0.0708	0.0708	5	2	5
BICC1	0.80175	1.60076	0.001	0.2	1.75952	5	0.567699	1.31304	0.095	0.1887	0.3162	21	3	10
MAMLD1	1.02475	-1.55911	0.001	0.2	2.35454	-0.969296	1	2.35454	0.095	0.1125	0.1298	27	4	25
ATR	0.873527	1.63441	0.001	0.2	2.64499	1.0797	1	2.64499	0.0952	0.0667	0.064	44	2	20
PHLDB3	1.09325	1.55005	0.001	0.2	3.15859	2.23968	1	3.15859	0.0953	0.1946	0.1946	10	3	7
ATF7IP2	1.14324	1.79082	0.001	0.2	2.33296	1.44717	0.609052	1.71295	0.0954	0.1453	0.1885	13	5	23
CCDC33	0.895589	1.30718	0.001	0.2	4.09415	5	1	4.09415	0.0974	0.0974	0.0974	13	4	5
TUFM	0.491376	1.69091	0.001	0.2	1.42019	0.797366	1	1.42019	0.0984	0.0674	0.0754	2	1	19
PREX1	0.668778	-1.11343	0.001	0.2	4.14836	-5	1	4.14836	0.0988	0.0635	0.0547	27	5	9
PLB1	1.58053	1.29684	0.001	0.2	3.36049	1.03057	1	3.36049	0.0988	0.1504	0.1648	103	9	27
APOD	0.527227	-1.73127	0.001	0.2	1.60331	-1.30468	1	1.60331	0.0991	0.0991	0.0991	5	1	11
MAATS1	0.447782	1.53307	0.001	0.2	1.42628	1.14322	1	1.42628	0.0993	0.2038	0.2241	23	4	11
PCDH7	0.904379	1.25958	0.001	0.2	2.33037	1.34352	1	2.33037	0.0993	0.123	0.1158	27	8	12
ITGA6	0.343474	1.0699	0.001	0.2	0.944105	1.23885	0.96412	0.943718	0.0994	0.1733	0.0978	15	5	7
NT5DC1	0.942787	1.55186	0.001	0.2	2.8191	2.10385	1	2.8191	0.0995	0.1539	0.1403	13	3	7
SYNJ2	1.13798	1.44638	0.001	0.2	3.61943	1.82566	1	3.61943	0.1001	0.0695	0.0947	19	4	11
CHRNA7	0.421521	1.6049	0.001	0.2	1.27145	0.235477	1	1.27145	0.101	0.101	0.101	70	1	197
TTC34	0.476761	-1.67378	0.001	0.2	1.51435	-1.0551	1	1.51435	0.1026	0.1026	0.1026	2	1	14
"GJA8,NBPF19"	0.451155	1.6427	0.001	0.2	1.40718	0.849891	1	1.40718	0.1026	0.1026	0.1026	1	1	18
ERC2	0.950961	1.35464	0.001	0.2	2.64846	0.643623	1	2.64846	0.1031	0.088	0.0366	23	8	58
ZNF69	0.606572	1.81329	0.001	0.2	1.64271	0.840016	1	1.64271	0.1034	0.1034	0.1034	1	1	20
GRK4	0.920616	1.50347	0.001	0.2	3.12959	1.40224	1	3.12959	0.1036	0.0896	0.0822	10	3	16
CCND3	1.41811	1.23701	0.001	0.2	2.26421	0.915865	0.790456	2.24704	0.1036	0.1749	0.1577	105	11	40
FLYWCH1	1.14354	1.64502	0.001	0.2	3.14459	1.20837	1	3.14459	0.1039	0.1182	0.0905	9	3	20
RNASE2	1.01572	1.37945	0.001	0.2	3.12921	1.35314	1	3.12921	0.1041	0.1065	0.0955	17	4	16
ICA1	0.632241	1.83798	0.001	0.2	1.59183	1.07874	1	1.59183	0.1042	0.0863	0.0945	28	1	12
GDF3	0.455468	1.64803	0.001	0.2	1.47799	1.63452	1	1.47799	0.1052	0.1052	0.1052	2	1	6
PCOLCE2	1.07311	1.48152	0.001	0.2	3.22696	1.95517	1	3.22696	0.1053	0.147	0.147	16	4	9
SPPL2C	0.964649	1.31427	0.001	0.2	3.17672	1.15824	1	3.17672	0.1057	0.0539	0.0632	23	4	21
MAPK9	0.819382	-1.88598	0.001	0.2	2.22816	-1.8603	1	2.22816	0.1059	0.1573	0.1573	10	2	8
IGSF11	0.969228	-1.27981	0.001	0.2	1.31652	-2.16992	0.479879	1.60629	0.1062	0.1795	0.0871	24	6	196
ASPH	0.925536	1.39972	0.001	0.2	3.06807	1.50153	1	3.06807	0.1063	0.0885	0.0767	20	4	13
PRKCI	0.808455	1.34749	0.001	0.2	2.32525	1.21481	1	2.32525	0.1066	0.1453	0.1199	41	4	14
UTS2B	1.18503	-1.56572	0.001	0.2	3.16041	-1.09146	1	3.16041	0.1072	0.111	0.1047	12	4	27
NOS1AP	0.757617	1.36544	0.001	0.2	0.691539	3.41905	0.323021	1.64264	0.1074	0.3703	0.1558	16	7	36
TUBA3D	0.499514	-1.70028	0.001	0.2	1.52286	-0.866648	1	1.52286	0.1081	0.1081	0.1081	2	1	20
"ASB3,GPR75-ASB3"	0.549974	-1.14207	0.001	0.2	3.50455	-5	1	3.50455	0.1084	0.084	0.0709	15	4	9
PAPOLG	0.540653	1.74581	0.001	0.2	1.56156	1.53525	1	1.56156	0.1088	0.1088	0.1088	5	1	7
ZNF862	0.974427	1.78197	0.001	0.2	2.75884	1.14797	1	2.75884	0.1093	0.0963	0.104	7	2	20
MORN1	0.926305	1.34007	0.001	0.2	3.03735	1.03826	1	3.03735	0.1093	0.0743	0.09	9	5	24
TMEM254	0.492322	-1.69201	0.001	0.2	1.55518	-1.06405	1	1.55518	0.1098	0.1098	0.1098	3	1	18
INSL6	0.537776	1.74272	0.001	0.2	1.51256	0.620738	1	1.51256	0.1098	0.1098	0.1098	2	1	33
FOXR2	0.562247	1.49214	0.001	0.2	2.15161	1.8217	1	2.15161	0.1103	0.1052	0.1052	3	2	8
FAM19A5	1.03913	-1.41465	0.001	0.2	4.39313	-2.28732	1	4.39313	0.1104	0.0242	0.0218	77	4	16
OR56B1	0.511482	-1.71383	0.001	0.2	1.58816	-1.68313	1	1.58816	0.1105	0.1105	0.1105	2	1	6
EML4	0.683639	-1.4096	0.001	0.2	2.14458	-1.87494	1	2.14458	0.1108	0.1792	0.1792	20	3	7
VPS13C	0.680408	1.48614	0.001	0.2	1.50793	0.828887	1	1.50793	0.1108	0.1925	0.1914	43	4	19
GPC5	1.26641	1.12674	0.001	0.2	1.76115	5	0.272525	1.33407	0.1112	0.2213	0.197	192	18	69
UNC93A	0.584074	1.79095	0.001	0.2	1.63843	1.16792	1	1.63843	0.112	0.0937	0.091	11	1	11
ZFR2	0.311472	-1.44241	0.001	0.2	1.05101	-0.424675	1	1.05101	0.1125	0.1462	0.1269	1	1	53
PEMT	0.918078	1.5399	0.001	0.2	2.68318	1.62732	1	2.68318	0.1134	0.1601	0.1778	13	4	10
ADGRE3	0.764104	1.26776	0.001	0.2	2.22826	5	0.702498	2.16367	0.1139	0.2326	0.2326	12	5	6
MFHAS1	0.797299	1.51657	0.001	0.2	1.72478	0.864539	1	1.72478	0.1139	0.1527	0.1556	24	3	21
ZSCAN5A	0.867291	1.36471	0.001	0.2	2.65405	5	0.330793	1.08782	0.1149	0.0754	0.2081	33	6	56
LSAMP	0.599459	1.06389	0.001	0.2	1.57861	1.40392	1	1.57861	0.1151	0.2175	0.2175	22	6	7
GPRC6A	0.754099	-1.43225	0.001	0.2	3.49612	-5	1	3.49612	0.1157	0.1157	0.1157	9	3	5
LONRF3	1.00328	1.49644	0.001	0.2	3.0044	2.18675	1	3.0044	0.1159	0.2059	0.1765	6	3	7
OLFM3	0.756954	-1.77396	0.001	0.2	2.23163	-1.46925	1	2.23163	0.116	0.1772	0.1772	25	3	11
RNF2	0.868689	1.64697	0.001	0.2	3.71229	5	1	3.71229	0.1161	0.1161	0.1161	2	2	6
CUL5	0.638742	1.91963	0.001	0.2	1.2684	0.666479	1	1.2684	0.1164	0.1747	0.1581	11	2	25
RNLS	0.77809	1.40221	0.001	0.2	1.62537	1.42852	1	1.62537	0.1166	0.3089	0.3089	29	5	7
ZNF700	0.470396	1.66618	0.001	0.2	1.38994	0.73475	1	1.38994	0.1166	0.1166	0.1166	2	1	22
DPYS	0.729686	-1.89749	0.001	0.2	1.69077	-1.13145	1	1.69077	0.1169	0.175	0.1645	26	2	13
BACE2	0.903909	-1.52352	0.001	0.2	4.25174	-5	1	4.25174	0.1171	0.1171	0.1171	20	3	7
MZT2A	0.420077	-1.60301	0.001	0.2	1.32906	-0.771938	1	1.32906	0.1172	0.1172	0.1172	7	1	21
AGTPBP1	1.00786	1.80074	0.001	0.2	1.677	2.36609	0.539652	1.07866	0.1173	0.2379	0.3422	16	3	24
HEXB	0.955121	1.23999	0.001	0.2	3.06967	5	0.750009	0.453109	0.1175	0.1273	0.4549	17	6	28
MAPK3	0.459649	1.65316	0.001	0.2	1.34291	0.749257	1	1.34291	0.1181	0.1181	0.1181	1	1	20
PPP4C	0.459649	1.65316	0.001	0.2	1.34291	0.749257	1	1.34291	0.1181	0.1181	0.1181	1	1	20
SASH1	0.506628	1.15942	0.001	0.2	1.5628	1.59141	1	1.5628	0.1184	0.3215	0.3163	49	3	6
RHCE	0.884198	1.63641	0.001	0.2	2.83619	2.06119	1	2.83619	0.1187	0.1187	0.1187	2	2	8
RILPL1	1.01316	-1.74038	0.001	0.2	4.00209	-5	1	4.00209	0.1192	0.1192	0.1192	4	2	6
TMEM131	0.550274	-1.3786	0.001	0.2	1.85961	-1.35459	1	1.85961	0.1203	0.1203	0.1203	18	2	11
GATS	1.00573	-1.35911	0.001	0.2	3.6759	-2.22677	1	3.6759	0.1205	0.1738	0.1738	8	4	10
PHF21B	0.687211	1.29419	0.001	0.2	0.907476	2.79215	0.406165	0.467841	0.1205	0.316	0.3793	20	6	23
CELA2B	0.664563	1.68857	0.001	0.2	2.0061	0.775504	1	2.0061	0.1206	0.0767	0.0776	3	2	29
ABHD2	0.767195	-1.2068	0.001	0.2	3.96517	-5	1	3.96517	0.1211	0.1211	0.1211	9	4	6
DFNA5	1.02145	1.36894	0.001	0.2	4.87274	5	1	4.87274	0.1214	0.1214	0.1214	10	4	7
C22orf39	0.713822	1.52245	0.001	0.2	1.83422	1.0802	1	1.83422	0.1214	0.254	0.254	3	3	14
MAPK1	0.742298	-1.53886	0.001	0.2	3.26783	-5	1	3.26783	0.1219	0.1219	0.1219	14	2	5
ZNF229	0.52394	1.89481	0.001	0.2	1.31746	5	0.472288	0.992237	0.1221	0.1016	0.1016	5	2	5
STARD9	1.21191	1.14813	0.001	0.2	3.00101	2.39412	0.693942	2.23813	0.1223	0.1624	0.14	65	10	24
CYP1B1	0.387014	1.55808	0.001	0.2	1.20957	1.00335	1	1.20957	0.1232	0.2017	0.2017	33	1	11
LYRM7	1.05644	-1.73237	0.001	0.2	4.2133	-5	1	4.2133	0.1234	0.1223	0.1223	3	2	8
C16orf74	0.663559	-1.31679	0.001	0.2	3.49629	-5	1	3.49629	0.1236	0.1236	0.1236	9	3	6
SLC4A7	0.687101	1.05289	0.001	0.2	1.34757	2.73566	0.514497	0.736857	0.1236	0.2147	0.2663	32	9	14
ADAMTS2	0.848938	-1.53904	0.001	0.2	1.85026	-0.863754	1	1.85026	0.1236	0.1716	0.1653	56	3	25
PRKG1	2.05455	-1.14526	0.001	0.2	3.31016	-1.10599	0.675786	2.74785	0.1239	0.1345	0.0404	145	21	440
CALHM3	0.934594	-1.54515	0.001	0.2	4.37597	-5	1	4.37597	0.1241	0.0715	0.0715	3	3	8
ABCB4	0.703011	-1.55916	0.001	0.2	3.14414	-5	1	3.14414	0.1247	0.1247	0.1247	29	2	5
IL32	0.421521	1.6049	0.001	0.2	1.2926	0.641873	1	1.2926	0.1247	0.1247	0.1247	1	1	27
NLRP1	0.749079	-1.59995	0.001	0.2	3.40246	-5	1	3.40246	0.125	0.125	0.125	8	2	6
QKI	0.804577	1.74064	0.001	0.2	2.65963	2.49083	1	2.65963	0.1252	0.1252	0.1252	4	2	6
AUTS2	1.08824	-0.919921	0.001	0.2	2.34905	-5	0.353659	1.64354	0.1253	0.1193	0.1602	77	21	85
ZNF486	0.343911	-1.49458	0.001	0.2	1.17641	-0.773408	1	1.17641	0.1256	0.1351	0.1214	4	1	19
RIMBP2	1.10772	-1.15975	0.001	0.2	3.00671	-0.974492	1	3.00671	0.1256	0.1334	0.1361	69	12	29
TCP10	0.436463	1.62422	0.001	0.2	1.36109	1.06862	1	1.36109	0.1258	0.0957	0.0682	2	1	11
ZNF835	0.76193	1.55223	0.001	0.2	2.43101	0.977973	1	2.43101	0.1259	0.0722	0.1025	2	2	24
ZNF439	0.423896	1.60801	0.001	0.2	1.28305	0.686817	1	1.28305	0.1262	0.1262	0.1262	1	1	23
PTPRK	0.879245	-1.22696	0.001	0.2	4.67236	-5	1	4.67236	0.1263	0.0719	0.0678	24	5	8
NCAM2	0.489862	-0.901206	0.001	0.2	2.13138	-1.40051	1	2.13138	0.1263	0.0586	0.0459	38	7	13
ATE1	0.887344	-1.01964	0.001	0.2	2.60969	-1.33853	1	2.60969	0.1266	0.1394	0.1361	40	10	15
MTHFD1L	1.25547	-1.37407	0.001	0.2	6.12184	-5	1	6.12184	0.1269	0.0702	0.0702	61	5	10
DPYD	0.701996	1.13601	0.001	0.2	1.43461	0.996166	1	1.43461	0.127	0.2384	0.2257	56	8	13
DNAH14	0.968912	1.0798	0.001	0.2	3.72507	5	0.833047	0.783242	0.1272	0.076	0.2945	27	8	31
AASS	0.390949	-1.56358	0.001	0.2	1.28013	-0.894282	1	1.28013	0.1273	0.1273	0.1273	5	1	15
P2RX1	0.60813	-1.81481	0.001	0.2	2.4125	-5	1	2.4125	0.1278	0.1278	0.1278	4	1	5
PCDHB3	0.507505	1.34008	0.001	0.2	1.20977	0.798892	1	1.20977	0.1278	0.149	0.1498	3	2	16
PIGK	0.530845	-1.45866	0.001	0.2	2.70563	-5	1	2.70563	0.1279	0.1279	0.1279	4	2	5
AQP9	0.681639	-1.32759	0.001	0.2	3.78945	-5	1	3.78945	0.128	0.0812	0.0812	15	3	8
VPS13A	0.674776	1.16969	0.001	0.2	3.51424	5	1	3.51424	0.1282	0.1282	0.1282	11	4	5
LYST	1.06379	-1.5428	0.001	0.2	4.66676	-5	1	4.66676	0.1284	0.1284	0.1284	12	3	7
MLLT10	0.646015	-1.04471	0.001	0.2	3.90438	-5	1	3.90438	0.1288	0.0711	0.0711	21	5	7
FAM149A	0.398989	-1.5747	0.001	0.2	1.28013	-1.03055	1	1.28013	0.1288	0.1288	0.1288	6	1	11
NCAPG	0.76619	1.51357	0.001	0.2	2.13685	1.43245	1	2.13685	0.1289	0.1931	0.1268	14	4	11
"GTF2A1L,STON1-GTF2A1L"	0.955836	1.89748	0.001	0.2	2.37682	1.76995	1	2.37682	0.1301	0.1283	0.1757	7	2	8
SHCBP1	0.405746	1.5839	0.001	0.2	1.24249	0.81625	1	1.24249	0.1302	0.1003	0.0861	8	1	16
CD48	0.886226	1.40614	0.001	0.2	2.38054	2.02834	1	2.38054	0.1318	0.3157	0.3157	10	4	6
YAP1	0.550095	-1.06856	0.001	0.2	3.10421	-5	1	3.10421	0.1321	0.1321	0.1321	23	4	5
FBXO16	0.601073	-1.75947	0.001	0.2	2.75046	-5	1	2.75046	0.1324	0.0841	0.0841	13	2	6
COQ8B	0.416194	-1.59788	0.001	0.2	1.45157	-1.57783	1	1.45157	0.1324	0.1324	0.1324	3	1	7
LAMA5	0.954963	1.5314	0.001	0.2	1.60571	0.477058	1	1.60571	0.1326	0.1938	0.1866	72	4	58
PABPC4L	0.339789	-1.48818	0.001	0.2	1.11509	-0.28215	1	1.11509	0.133	0.133	0.133	2	1	123
KRT23	0.863598	1.43875	0.001	0.2	2.42799	1.86534	1	2.42799	0.1331	0.2054	0.2091	6	3	7
RFX7	0.813371	-1.42554	0.001	0.2	4.30074	-5	1	4.30074	0.1331	0.0519	0.0519	27	3	9
EEF2K	0.362152	-1.52219	0.001	0.2	1.20086	-0.608048	1	1.20086	0.1332	0.1198	0.0956	12	1	32
CHRNA6	0.727382	1.52448	0.001	0.2	2.40355	1.97645	1	2.40355	0.1333	0.1333	0.1333	5	2	7
CHST5	0.356887	1.51434	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.1333	1	1	11	1	639
PDZRN4	0.515837	1.07843	0.001	0.2	1.6406	1.7148	1	1.6406	0.1335	0.1307	0.1335	15	5	6
SCFD2	0.754609	1.14074	0.001	0.2	2.75774	2.09649	1	2.75774	0.1338	0.2386	0.2386	31	5	7
BTN3A1	0.978574	-1.65135	0.001	0.2	3.15012	-1.63453	1	3.15012	0.1344	0.1344	0.1285	6	3	14
RNF138	0.6875	1.40494	0.001	0.2	1.34213	1.20259	1	1.34213	0.1348	0.2505	0.2538	16	4	9
ABCA1	1.03061	-1.41795	0.001	0.2	2.42519	-2.08937	0.614716	1.33528	0.1349	0.1607	0.2548	85	6	26
TIMM22	0.401185	1.5777	0.001	0.2	1.24356	0.948544	1	1.24356	0.135	0.0992	0.0918	6	1	12
CFP	0.284407	-1.39544	0.001	0.2	1.03386	-0.714839	1	1.03386	0.1352	0.132	0.1684	4	1	22
DAGLB	0.76678	-1.56208	0.001	0.2	2.74047	-1.97333	1	2.74047	0.1353	0.131	0.131	6	2	10
